DROPOFF_LOCATION_CODE,PICKUP_DAY,PICKUP_HOUR,PICKUP_LOCATION_CODE,PICKUP_MINUTE,PICKUP_MONTH,PICKUP_YEAR,RATE_CODE,TOTAL_AMOUNT,TRIP_DISTANCE,VENDOR_ID
Loc_234,6,18,Loc_132,23,5,2019,GroupRide,79.07,17.3,"Creative Mobile Technologies, LLC"
Loc_113,12,23,Loc_48,5,1,2019,GroupRide,17.25,2.8,"Creative Mobile Technologies, LLC"
Loc_141,15,20,Loc_237,44,3,2019,GroupRide,10.8,0.56,VeriFone Inc.
Loc_161,1,8,Loc_162,48,3,2019,GroupRide,11.75,0.6,"Creative Mobile Technologies, LLC"
Loc_249,17,23,Loc_249,57,2,2019,GroupRide,11.16,0.71,VeriFone Inc.
Loc_132,10,17,Loc_140,14,4,2019,GroupRide,65.92,19.35,VeriFone Inc.
Loc_238,30,19,Loc_236,18,1,2019,GroupRide,10.56,1.2,VeriFone Inc.
Loc_237,25,23,Loc_163,12,2,2019,GroupRide,11.3,1.0,"Creative Mobile Technologies, LLC"
Loc_233,13,18,Loc_161,52,3,2019,GroupRide,12.09,0.6,VeriFone Inc.
Loc_261,3,12,Loc_138,23,6,2019,GroupRide,54.5,12.8,VeriFone Inc.
Loc_85,25,14,Loc_35,36,2,2019,GroupRide,15.8,2.98,VeriFone Inc.
Loc_234,9,23,Loc_234,4,2,2019,GroupRide,7.3,0.4,"Creative Mobile Technologies, LLC"
Loc_236,18,8,Loc_141,41,4,2019,GroupRide,9.35,0.8,"Creative Mobile Technologies, LLC"
Loc_170,22,9,Loc_137,1,1,2019,GroupRide,9.96,0.75,VeriFone Inc.
Loc_186,26,11,Loc_239,50,4,2019,GroupRide,22.3,2.56,VeriFone Inc.
Loc_49,13,23,Loc_249,33,2,2019,GroupRide,28.55,5.0,"Creative Mobile Technologies, LLC"
Loc_263,11,23,Loc_238,34,3,2019,GroupRide,12.8,1.79,VeriFone Inc.
Loc_143,29,9,Loc_234,44,6,2019,GroupRide,19.8,2.6,"Creative Mobile Technologies, LLC"
Loc_113,7,20,Loc_234,15,1,2019,GroupRide,7.56,0.63,VeriFone Inc.
Loc_145,17,10,Loc_79,18,5,2019,GroupRide,29.16,5.44,VeriFone Inc.
Loc_17,25,17,Loc_132,9,5,2019,GroupRide,43.3,11.7,"Creative Mobile Technologies, LLC"
Loc_237,24,12,Loc_142,17,3,2019,GroupRide,11.8,1.3,VeriFone Inc.
Loc_170,26,5,Loc_79,8,1,2019,GroupRide,10.56,1.63,VeriFone Inc.
Loc_230,25,19,Loc_164,25,5,2019,GroupRide,11.15,0.6,"Creative Mobile Technologies, LLC"
Loc_246,22,21,Loc_138,58,4,2019,GroupRide,54.53,12.86,VeriFone Inc.
Loc_95,22,21,Loc_237,18,4,2019,GroupRide,35.8,9.92,VeriFone Inc.
Loc_161,26,8,Loc_142,28,6,2019,GroupRide,17.88,1.78,VeriFone Inc.
Loc_17,11,21,Loc_25,12,1,2019,GroupRide,16.8,2.31,VeriFone Inc.
Loc_186,13,14,Loc_186,41,6,2019,GroupRide,5.8,0.0,"Creative Mobile Technologies, LLC"
Loc_13,23,15,Loc_211,37,4,2019,GroupRide,17.3,1.6,"Creative Mobile Technologies, LLC"
Loc_246,27,9,Loc_100,47,3,2019,GroupRide,16.56,1.49,VeriFone Inc.
Loc_79,13,1,Loc_100,45,6,2019,GroupRide,18.95,2.8,"Creative Mobile Technologies, LLC"
Loc_236,23,18,Loc_237,47,3,2019,GroupRide,9.8,0.6,VeriFone Inc.
Loc_234,31,19,Loc_230,32,1,2019,GroupRide,16.64,1.45,VeriFone Inc.
Loc_186,7,13,Loc_186,40,1,2019,GroupRide,11.76,1.53,VeriFone Inc.
Loc_164,25,22,Loc_170,52,6,2019,GroupRide,7.8,0.41,VeriFone Inc.
Loc_237,27,0,Loc_237,6,6,2019,GroupRide,9.8,0.7,"Creative Mobile Technologies, LLC"
Loc_162,13,8,Loc_170,24,3,2019,GroupRide,14.76,1.03,VeriFone Inc.
Loc_90,14,21,Loc_114,44,5,2019,GroupRide,15.36,1.95,VeriFone Inc.
Loc_113,27,16,Loc_249,54,1,2019,GroupRide,7.3,0.6,"Creative Mobile Technologies, LLC"
Loc_211,22,21,Loc_161,19,2,2019,GroupRide,24.36,2.75,VeriFone Inc.
Loc_75,15,18,Loc_74,11,6,2019,GroupRide,6.8,1.0,"Creative Mobile Technologies, LLC"
Loc_236,18,16,Loc_236,23,4,2019,GroupRide,10.3,0.7,"Creative Mobile Technologies, LLC"
Loc_236,20,21,Loc_161,27,6,2019,GroupRide,16.81,2.67,VeriFone Inc.
Loc_236,13,15,Loc_239,38,5,2019,GroupRide,14.76,1.2,"Creative Mobile Technologies, LLC"
Loc_48,7,13,Loc_107,23,4,2019,GroupRide,15.3,2.3,"Creative Mobile Technologies, LLC"
Loc_186,6,20,Loc_79,53,3,2019,GroupRide,17.16,2.03,VeriFone Inc.
Loc_140,12,18,Loc_261,30,3,2019,GroupRide,27.95,5.9,"Creative Mobile Technologies, LLC"
Loc_239,7,16,Loc_143,38,5,2019,GroupRide,13.0,1.17,VeriFone Inc.
Loc_90,8,21,Loc_230,52,2,2019,GroupRide,17.94,1.84,VeriFone Inc.
Loc_239,22,11,Loc_236,28,4,2019,GroupRide,14.0,1.9,"Creative Mobile Technologies, LLC"
Loc_148,21,0,Loc_79,2,1,2019,GroupRide,8.16,0.67,VeriFone Inc.
Loc_260,28,13,Loc_260,30,3,2019,GroupRide,6.8,0.94,VeriFone Inc.
Loc_18,3,13,Loc_262,1,4,2019,GroupRide,45.92,11.01,VeriFone Inc.
Loc_231,3,10,Loc_231,45,3,2019,GroupRide,7.3,0.37,VeriFone Inc.
Loc_148,17,18,Loc_113,57,6,2019,GroupRide,14.16,1.38,VeriFone Inc.
Loc_68,2,17,Loc_234,37,6,2019,GroupRide,10.56,0.75,VeriFone Inc.
Loc_143,9,19,Loc_68,18,2,2019,GroupRide,17.76,2.3,"Creative Mobile Technologies, LLC"
Loc_161,6,15,Loc_163,4,6,2019,GroupRide,16.0,1.17,VeriFone Inc.
Loc_43,28,13,Loc_142,52,6,2019,GroupRide,13.56,1.5,VeriFone Inc.
Loc_170,21,15,Loc_107,45,4,2019,GroupRide,11.75,1.1,"Creative Mobile Technologies, LLC"
Loc_186,27,15,Loc_142,52,6,2019,GroupRide,16.8,1.54,VeriFone Inc.
Loc_68,30,17,Loc_234,22,5,2019,GroupRide,18.96,1.39,VeriFone Inc.
Loc_107,4,20,Loc_231,6,6,2019,GroupRide,13.3,2.18,VeriFone Inc.
Loc_246,23,8,Loc_162,57,6,2019,GroupRide,13.3,1.95,VeriFone Inc.
Loc_229,23,13,Loc_162,32,4,2019,GroupRide,8.76,0.58,VeriFone Inc.
Loc_48,23,18,Loc_164,46,4,2019,GroupRide,21.96,2.22,VeriFone Inc.
Loc_237,5,12,Loc_236,17,6,2019,GroupRide,11.3,0.83,VeriFone Inc.
Loc_263,27,20,Loc_262,27,3,2019,GroupRide,11.16,0.91,VeriFone Inc.
Loc_161,18,8,Loc_164,42,3,2019,GroupRide,12.3,1.0,VeriFone Inc.
Loc_42,23,18,Loc_13,35,4,2019,GroupRide,32.3,8.9,"Creative Mobile Technologies, LLC"
Loc_90,7,23,Loc_107,19,2,2019,GroupRide,13.3,1.2,"Creative Mobile Technologies, LLC"
Loc_162,2,14,Loc_142,39,4,2019,GroupRide,14.76,1.31,VeriFone Inc.
Loc_90,14,16,Loc_13,17,5,2019,GroupRide,20.16,2.92,VeriFone Inc.
Loc_239,22,17,Loc_166,26,2,2019,GroupRide,19.75,2.23,VeriFone Inc.
Loc_163,14,12,Loc_100,36,1,2019,GroupRide,8.76,0.9,"Creative Mobile Technologies, LLC"
Loc_48,13,18,Loc_161,57,4,2019,GroupRide,9.8,0.92,VeriFone Inc.
Loc_107,16,21,Loc_79,54,4,2019,GroupRide,12.3,1.6,"Creative Mobile Technologies, LLC"
Loc_144,27,19,Loc_138,44,1,2019,GroupRide,38.16,9.94,VeriFone Inc.
Loc_229,24,8,Loc_152,20,6,2019,GroupRide,29.3,6.0,"Creative Mobile Technologies, LLC"
Loc_90,8,21,Loc_48,30,5,2019,GroupRide,15.3,2.3,"Creative Mobile Technologies, LLC"
Loc_246,14,8,Loc_158,15,2,2019,GroupRide,12.96,1.65,VeriFone Inc.
Loc_43,12,19,Loc_239,57,3,2019,GroupRide,13.55,1.4,"Creative Mobile Technologies, LLC"
Loc_181,19,1,Loc_158,24,1,2019,GroupRide,27.36,5.17,VeriFone Inc.
Loc_236,26,18,Loc_237,17,6,2019,GroupRide,14.76,1.21,VeriFone Inc.
Loc_233,22,18,Loc_162,25,3,2019,GroupRide,10.3,1.04,VeriFone Inc.
Loc_79,27,20,Loc_144,59,6,2019,GroupRide,12.35,1.0,"Creative Mobile Technologies, LLC"
Loc_151,28,11,Loc_24,3,6,2019,GroupRide,4.8,0.52,VeriFone Inc.
Loc_264,8,3,Loc_90,33,3,2019,GroupRide,33.3,8.9,"Creative Mobile Technologies, LLC"
Loc_237,10,13,Loc_162,10,1,2019,GroupRide,11.0,0.79,VeriFone Inc.
Loc_25,20,5,Loc_233,29,1,2019,GroupRide,24.95,6.7,"Creative Mobile Technologies, LLC"
Loc_75,26,19,Loc_161,18,4,2019,GroupRide,16.55,2.4,"Creative Mobile Technologies, LLC"
Loc_170,24,14,Loc_231,10,6,2019,GroupRide,21.8,3.3,VeriFone Inc.
Loc_50,8,20,Loc_48,41,2,2019,GroupRide,9.8,0.63,VeriFone Inc.
Loc_234,16,11,Loc_164,15,2,2019,GroupRide,9.0,0.5,"Creative Mobile Technologies, LLC"
Loc_75,7,23,Loc_262,48,6,2019,GroupRide,14.8,2.5,"Creative Mobile Technologies, LLC"
Loc_238,17,19,Loc_151,9,1,2019,GroupRide,9.75,0.6,"Creative Mobile Technologies, LLC"
Loc_107,22,20,Loc_233,37,5,2019,GroupRide,11.27,1.41,VeriFone Inc.
Loc_75,9,11,Loc_233,15,3,2019,GroupRide,19.3,4.86,VeriFone Inc.
Loc_161,6,7,Loc_138,50,2,2019,GroupRide,43.27,8.1,"Creative Mobile Technologies, LLC"
Loc_186,6,2,Loc_48,37,4,2019,GroupRide,10.3,1.3,"Creative Mobile Technologies, LLC"
Loc_246,5,15,Loc_230,11,3,2019,GroupRide,14.1,1.1,"Creative Mobile Technologies, LLC"
Loc_237,13,8,Loc_186,35,2,2019,GroupRide,20.8,3.2,"Creative Mobile Technologies, LLC"
Loc_181,18,23,Loc_65,31,4,2019,GroupRide,14.8,3.5,"Creative Mobile Technologies, LLC"
Loc_238,4,11,Loc_239,32,6,2019,GroupRide,7.8,0.8,"Creative Mobile Technologies, LLC"
Loc_162,11,17,Loc_100,44,6,2019,GroupRide,15.8,1.62,VeriFone Inc.
Loc_236,12,20,Loc_142,13,5,2019,GroupRide,13.57,1.8,"Creative Mobile Technologies, LLC"
Loc_129,18,4,Loc_231,11,5,2019,GroupRide,30.8,9.04,VeriFone Inc.
Loc_47,5,8,Loc_132,8,3,2019,GroupRide,72.06,20.14,VeriFone Inc.
Loc_151,1,12,Loc_138,34,3,2019,GroupRide,48.06,9.3,"Creative Mobile Technologies, LLC"
Loc_79,15,2,Loc_211,8,2,2019,GroupRide,12.36,0.97,VeriFone Inc.
Loc_233,5,14,Loc_170,40,4,2019,GroupRide,12.8,1.39,VeriFone Inc.
Loc_48,23,21,Loc_161,9,4,2019,GroupRide,9.8,0.71,VeriFone Inc.
Loc_239,26,13,Loc_236,30,4,2019,GroupRide,14.3,1.76,VeriFone Inc.
Loc_41,4,22,Loc_48,15,3,2019,GroupRide,21.36,3.87,VeriFone Inc.
Loc_237,14,19,Loc_170,17,1,2019,GroupRide,10.56,1.56,VeriFone Inc.
Loc_261,16,12,Loc_186,59,4,2019,GroupRide,30.96,4.24,VeriFone Inc.
Loc_140,15,12,Loc_239,17,5,2019,GroupRide,20.38,2.23,VeriFone Inc.
Loc_137,23,0,Loc_79,30,2,2019,GroupRide,12.35,1.4,"Creative Mobile Technologies, LLC"
Loc_161,14,15,Loc_229,33,1,2019,GroupRide,11.3,1.04,VeriFone Inc.
Loc_230,16,2,Loc_113,31,6,2019,GroupRide,18.96,2.61,VeriFone Inc.
Loc_68,17,15,Loc_24,42,3,2019,GroupRide,20.16,3.68,VeriFone Inc.
Loc_41,17,4,Loc_68,14,5,2019,GroupRide,25.8,6.7,VeriFone Inc.
Loc_162,16,11,Loc_79,25,1,2019,GroupRide,13.8,1.97,VeriFone Inc.
Loc_61,12,23,Loc_113,27,4,2019,GroupRide,33.36,4.59,VeriFone Inc.
Loc_237,24,16,Loc_161,23,3,2019,GroupRide,10.8,1.4,"Creative Mobile Technologies, LLC"
Loc_164,7,8,Loc_132,13,6,2019,GroupRide,61.42,17.1,"Creative Mobile Technologies, LLC"
Loc_236,10,12,Loc_237,33,4,2019,GroupRide,12.25,0.92,VeriFone Inc.
Loc_138,10,5,Loc_79,57,4,2019,GroupRide,48.0,9.87,VeriFone Inc.
Loc_13,18,17,Loc_249,26,5,2019,GroupRide,14.16,1.9,VeriFone Inc.
Loc_48,8,16,Loc_68,11,2,2019,GroupRide,17.16,1.93,VeriFone Inc.
Loc_143,3,13,Loc_239,37,3,2019,GroupRide,7.48,0.32,VeriFone Inc.
Loc_41,8,18,Loc_166,44,4,2019,GroupRide,7.8,0.68,VeriFone Inc.
Loc_166,21,0,Loc_152,52,6,2019,GroupRide,8.8,1.28,VeriFone Inc.
Loc_186,27,12,Loc_246,6,1,2019,GroupRide,7.3,0.8,"Creative Mobile Technologies, LLC"
Loc_230,20,17,Loc_246,57,3,2019,GroupRide,16.8,1.1,"Creative Mobile Technologies, LLC"
Loc_231,4,10,Loc_249,24,4,2019,GroupRide,11.76,1.03,VeriFone Inc.
Loc_107,29,19,Loc_142,9,4,2019,GroupRide,19.8,2.8,"Creative Mobile Technologies, LLC"
Loc_138,2,7,Loc_230,32,5,2019,GroupRide,58.62,12.1,"Creative Mobile Technologies, LLC"
Loc_137,16,1,Loc_138,26,4,2019,GroupRide,49.7,11.6,VeriFone Inc.
Loc_170,8,17,Loc_249,46,3,2019,GroupRide,20.8,2.47,VeriFone Inc.
Loc_151,15,19,Loc_238,23,5,2019,GroupRide,11.3,1.23,VeriFone Inc.
Loc_142,21,17,Loc_236,3,6,2019,GroupRide,13.3,1.92,VeriFone Inc.
Loc_161,30,16,Loc_68,35,5,2019,GroupRide,22.55,1.6,"Creative Mobile Technologies, LLC"
Loc_75,25,7,Loc_24,34,4,2019,GroupRide,10.38,1.61,VeriFone Inc.
Loc_238,12,15,Loc_236,43,3,2019,GroupRide,14.75,1.48,VeriFone Inc.
Loc_37,28,22,Loc_132,39,2,2019,GroupRide,52.55,15.0,"Creative Mobile Technologies, LLC"
Loc_164,24,13,Loc_68,30,3,2019,GroupRide,11.8,0.6,VeriFone Inc.
Loc_41,15,20,Loc_166,12,2,2019,GroupRide,8.3,1.31,VeriFone Inc.
Loc_237,1,1,Loc_230,0,6,2019,GroupRide,14.8,1.3,"Creative Mobile Technologies, LLC"
Loc_162,30,13,Loc_107,48,5,2019,GroupRide,13.3,1.3,"Creative Mobile Technologies, LLC"
Loc_148,9,21,Loc_68,53,3,2019,GroupRide,23.16,2.98,VeriFone Inc.
Loc_236,24,15,Loc_236,11,6,2019,GroupRide,8.3,0.3,"Creative Mobile Technologies, LLC"
Loc_87,10,22,Loc_162,13,1,2019,GroupRide,26.75,5.7,"Creative Mobile Technologies, LLC"
Loc_100,15,12,Loc_163,27,4,2019,GroupRide,10.8,1.11,VeriFone Inc.
Loc_100,1,14,Loc_140,41,1,2019,GroupRide,17.8,3.0,"Creative Mobile Technologies, LLC"
Loc_170,21,22,Loc_229,21,3,2019,GroupRide,14.8,2.86,VeriFone Inc.
Loc_144,24,20,Loc_50,41,5,2019,GroupRide,24.95,3.7,"Creative Mobile Technologies, LLC"
Loc_48,2,21,Loc_50,36,2,2019,GroupRide,9.8,0.67,VeriFone Inc.
Loc_163,12,20,Loc_170,47,3,2019,GroupRide,12.36,1.1,VeriFone Inc.
Loc_162,3,10,Loc_237,57,6,2019,GroupRide,12.96,1.05,VeriFone Inc.
Loc_229,8,21,Loc_263,24,3,2019,GroupRide,12.95,1.3,"Creative Mobile Technologies, LLC"
Loc_141,22,15,Loc_141,7,4,2019,GroupRide,7.8,0.45,VeriFone Inc.
Loc_127,5,5,Loc_127,1,1,2019,GroupRide,15.0,0.03,VeriFone Inc.
Loc_246,29,15,Loc_246,44,5,2019,GroupRide,7.3,0.3,"Creative Mobile Technologies, LLC"
Loc_162,3,7,Loc_107,33,5,2019,GroupRide,11.8,1.4,"Creative Mobile Technologies, LLC"
Loc_237,17,20,Loc_237,45,1,2019,GroupRide,5.16,0.26,VeriFone Inc.
Loc_143,10,8,Loc_262,24,5,2019,GroupRide,21.96,3.32,VeriFone Inc.
Loc_226,1,18,Loc_138,5,4,2019,GroupRide,17.8,4.48,VeriFone Inc.
Loc_264,18,10,Loc_264,47,4,2019,GroupRide,-3.3,0.06,VeriFone Inc.
Loc_211,22,16,Loc_234,28,5,2019,GroupRide,21.36,1.97,VeriFone Inc.
Loc_161,31,7,Loc_263,59,5,2019,GroupRide,19.8,2.55,VeriFone Inc.
Loc_48,9,11,Loc_230,4,6,2019,GroupRide,8.8,0.7,"Creative Mobile Technologies, LLC"
Loc_83,16,1,Loc_258,8,2,2019,GroupRide,16.8,4.41,VeriFone Inc.
Loc_237,19,9,Loc_142,2,6,2019,GroupRide,13.5,1.42,VeriFone Inc.
Loc_191,21,16,Loc_132,24,6,2019,GroupRide,28.8,7.5,VeriFone Inc.
Loc_261,14,13,Loc_231,2,2,2019,GroupRide,9.12,0.42,VeriFone Inc.
Loc_238,23,9,Loc_162,43,2,2019,GroupRide,14.3,2.68,VeriFone Inc.
Loc_189,23,16,Loc_13,46,2,2019,GroupRide,30.0,5.97,VeriFone Inc.
Loc_142,19,20,Loc_236,54,4,2019,GroupRide,16.3,2.57,VeriFone Inc.
Loc_263,19,5,Loc_4,52,5,2019,GroupRide,22.0,5.1,"Creative Mobile Technologies, LLC"
Loc_230,5,10,Loc_137,55,4,2019,GroupRide,17.3,1.2,"Creative Mobile Technologies, LLC"
Loc_100,16,20,Loc_144,32,2,2019,GroupRide,22.55,2.4,"Creative Mobile Technologies, LLC"
Loc_246,2,20,Loc_142,51,1,2019,GroupRide,9.8,1.54,VeriFone Inc.
Loc_238,8,22,Loc_239,29,3,2019,GroupRide,11.75,1.2,"Creative Mobile Technologies, LLC"
Loc_186,25,15,Loc_233,58,2,2019,GroupRide,14.8,1.61,VeriFone Inc.
Loc_141,20,7,Loc_75,25,4,2019,GroupRide,12.8,2.0,"Creative Mobile Technologies, LLC"
Loc_151,25,0,Loc_142,31,6,2019,GroupRide,18.96,3.43,VeriFone Inc.
Loc_49,6,21,Loc_230,36,6,2019,GroupRide,43.3,10.3,VeriFone Inc.
Loc_113,4,18,Loc_68,57,3,2019,GroupRide,21.62,2.88,VeriFone Inc.
Loc_262,12,14,Loc_238,44,5,2019,GroupRide,18.17,2.4,"Creative Mobile Technologies, LLC"
Loc_236,10,11,Loc_170,5,5,2019,GroupRide,24.36,2.95,VeriFone Inc.
Loc_263,29,19,Loc_186,38,5,2019,GroupRide,30.58,3.87,VeriFone Inc.
Loc_1,28,18,Loc_170,29,3,2019,GroupRide,102.88,16.76,VeriFone Inc.
Loc_114,13,22,Loc_249,19,1,2019,GroupRide,8.75,0.5,"Creative Mobile Technologies, LLC"
Loc_148,21,12,Loc_113,6,2,2019,GroupRide,17.76,1.76,VeriFone Inc.
Loc_137,17,10,Loc_107,55,2,2019,GroupRide,8.8,0.97,VeriFone Inc.
Loc_158,17,9,Loc_239,17,5,2019,GroupRide,29.55,5.14,VeriFone Inc.
Loc_142,7,17,Loc_230,25,1,2019,GroupRide,8.75,0.8,"Creative Mobile Technologies, LLC"
Loc_24,31,9,Loc_140,2,3,2019,GroupRide,19.03,3.7,"Creative Mobile Technologies, LLC"
Loc_166,29,8,Loc_166,53,4,2019,GroupRide,4.8,0.34,VeriFone Inc.
Loc_90,17,22,Loc_238,48,4,2019,GroupRide,21.96,3.88,VeriFone Inc.
Loc_262,4,19,Loc_164,43,4,2019,GroupRide,23.15,3.5,"Creative Mobile Technologies, LLC"
Loc_229,24,19,Loc_100,10,3,2019,GroupRide,13.3,1.5,"Creative Mobile Technologies, LLC"
Loc_239,11,19,Loc_87,12,6,2019,GroupRide,34.87,6.72,VeriFone Inc.
Loc_113,19,11,Loc_162,55,5,2019,GroupRide,17.16,2.51,VeriFone Inc.
Loc_41,26,20,Loc_90,47,1,2019,GroupRide,26.76,5.53,VeriFone Inc.
Loc_43,8,7,Loc_151,35,3,2019,GroupRide,15.95,1.8,"Creative Mobile Technologies, LLC"
Loc_230,8,14,Loc_132,34,1,2019,GroupRide,63.56,18.23,VeriFone Inc.
Loc_68,10,18,Loc_141,8,2,2019,GroupRide,21.8,4.02,VeriFone Inc.
Loc_161,25,18,Loc_229,47,4,2019,GroupRide,16.8,0.8,"Creative Mobile Technologies, LLC"
Loc_236,4,11,Loc_141,24,2,2019,GroupRide,7.8,0.61,VeriFone Inc.
Loc_66,15,12,Loc_88,19,2,2019,GroupRide,17.76,2.58,VeriFone Inc.
Loc_37,12,1,Loc_4,8,4,2019,GroupRide,17.3,3.4,VeriFone Inc.
Loc_113,5,17,Loc_246,32,1,2019,GroupRide,10.55,1.4,"Creative Mobile Technologies, LLC"
Loc_170,25,22,Loc_162,36,6,2019,GroupRide,9.8,0.9,"Creative Mobile Technologies, LLC"
Loc_161,5,6,Loc_231,15,6,2019,GroupRide,19.56,3.57,VeriFone Inc.
Loc_249,21,10,Loc_114,57,3,2019,GroupRide,7.8,0.67,VeriFone Inc.
Loc_140,30,21,Loc_164,14,5,2019,GroupRide,18.35,2.3,"Creative Mobile Technologies, LLC"
Loc_249,23,21,Loc_162,3,1,2019,GroupRide,14.76,2.33,VeriFone Inc.
Loc_113,12,17,Loc_114,5,6,2019,GroupRide,9.36,0.56,VeriFone Inc.
Loc_226,7,18,Loc_238,5,4,2019,GroupRide,30.8,5.68,VeriFone Inc.
Loc_234,24,1,Loc_114,4,3,2019,GroupRide,15.36,1.9,"Creative Mobile Technologies, LLC"
Loc_230,30,23,Loc_234,9,6,2019,GroupRide,20.3,2.7,"Creative Mobile Technologies, LLC"
Loc_163,16,21,Loc_100,38,2,2019,GroupRide,11.8,1.3,"Creative Mobile Technologies, LLC"
Loc_75,28,21,Loc_163,20,6,2019,GroupRide,16.8,3.13,VeriFone Inc.
Loc_229,21,10,Loc_161,41,6,2019,GroupRide,9.35,0.5,"Creative Mobile Technologies, LLC"
Loc_263,31,18,Loc_236,18,5,2019,GroupRide,12.36,0.9,"Creative Mobile Technologies, LLC"
Loc_239,14,17,Loc_43,47,5,2019,GroupRide,15.36,1.84,VeriFone Inc.
Loc_143,14,12,Loc_239,58,3,2019,GroupRide,6.8,0.3,"Creative Mobile Technologies, LLC"
Loc_138,17,7,Loc_170,35,1,2019,GroupRide,36.06,8.55,VeriFone Inc.
Loc_164,13,11,Loc_164,42,2,2019,GroupRide,10.8,1.1,"Creative Mobile Technologies, LLC"
Loc_141,12,20,Loc_263,56,2,2019,GroupRide,11.75,1.1,"Creative Mobile Technologies, LLC"
Loc_48,5,19,Loc_143,21,4,2019,GroupRide,12.3,1.2,"Creative Mobile Technologies, LLC"
Loc_95,12,6,Loc_116,33,2,2019,GroupRide,45.06,13.16,VeriFone Inc.
Loc_113,2,22,Loc_164,7,3,2019,GroupRide,11.0,0.77,VeriFone Inc.
Loc_106,24,2,Loc_144,23,2,2019,GroupRide,18.3,3.92,VeriFone Inc.
Loc_161,10,7,Loc_246,31,6,2019,GroupRide,17.88,1.76,VeriFone Inc.
Loc_114,22,18,Loc_138,58,4,2019,GroupRide,49.1,9.96,VeriFone Inc.
Loc_239,4,23,Loc_142,16,2,2019,GroupRide,10.38,0.56,VeriFone Inc.
Loc_260,1,9,Loc_226,34,2,2019,GroupRide,8.3,1.22,VeriFone Inc.
Loc_231,12,12,Loc_13,2,1,2019,GroupRide,7.8,1.19,VeriFone Inc.
Loc_141,5,17,Loc_24,8,2,2019,GroupRide,22.3,3.42,VeriFone Inc.
Loc_264,13,6,Loc_264,33,5,2019,GroupRide,-3.3,0.0,VeriFone Inc.
Loc_132,2,15,Loc_234,35,4,2019,GroupRide,73.67,17.0,"Creative Mobile Technologies, LLC"
Loc_48,21,17,Loc_233,12,6,2019,GroupRide,21.35,2.1,"Creative Mobile Technologies, LLC"
Loc_141,28,19,Loc_237,56,5,2019,GroupRide,9.95,0.6,VeriFone Inc.
Loc_40,22,21,Loc_33,20,3,2019,GroupRide,11.0,1.56,VeriFone Inc.
Loc_211,14,12,Loc_113,35,2,2019,GroupRide,9.8,0.86,VeriFone Inc.
Loc_186,19,6,Loc_263,54,4,2019,GroupRide,20.76,3.6,"Creative Mobile Technologies, LLC"
Loc_170,7,0,Loc_170,6,4,2019,GroupRide,12.96,1.27,VeriFone Inc.
Loc_151,26,8,Loc_239,39,4,2019,GroupRide,11.76,1.46,VeriFone Inc.
Loc_137,18,17,Loc_141,5,4,2019,GroupRide,27.25,2.8,"Creative Mobile Technologies, LLC"
Loc_161,12,11,Loc_238,42,5,2019,GroupRide,16.3,2.71,VeriFone Inc.
Loc_132,7,12,Loc_162,15,5,2019,GroupRide,73.67,16.5,"Creative Mobile Technologies, LLC"
Loc_79,19,22,Loc_164,58,3,2019,GroupRide,17.76,2.23,VeriFone Inc.
Loc_50,3,10,Loc_68,40,6,2019,GroupRide,13.56,1.39,VeriFone Inc.
Loc_141,5,17,Loc_162,27,1,2019,GroupRide,8.8,1.4,"Creative Mobile Technologies, LLC"
Loc_142,9,13,Loc_238,47,6,2019,GroupRide,14.75,1.72,VeriFone Inc.
Loc_234,1,23,Loc_107,23,6,2019,GroupRide,11.3,0.65,VeriFone Inc.
Loc_151,3,18,Loc_43,28,4,2019,GroupRide,21.36,3.25,VeriFone Inc.
Loc_163,14,8,Loc_186,57,2,2019,GroupRide,17.16,1.7,"Creative Mobile Technologies, LLC"
Loc_48,1,18,Loc_236,56,3,2019,GroupRide,16.8,2.8,"Creative Mobile Technologies, LLC"
Loc_113,14,19,Loc_107,8,3,2019,GroupRide,13.56,0.89,VeriFone Inc.
Loc_144,1,17,Loc_230,11,5,2019,GroupRide,21.96,3.15,VeriFone Inc.
Loc_163,19,23,Loc_230,21,1,2019,GroupRide,8.8,1.46,VeriFone Inc.
Loc_239,6,15,Loc_236,12,4,2019,GroupRide,12.96,1.4,"Creative Mobile Technologies, LLC"
Loc_125,16,12,Loc_90,9,4,2019,GroupRide,13.5,1.2,"Creative Mobile Technologies, LLC"
Loc_249,18,19,Loc_162,5,6,2019,GroupRide,19.58,2.44,VeriFone Inc.
Loc_92,7,20,Loc_239,34,2,2019,GroupRide,54.56,14.81,VeriFone Inc.
Loc_162,28,12,Loc_186,21,6,2019,GroupRide,18.8,1.75,VeriFone Inc.
Loc_236,1,15,Loc_229,16,6,2019,GroupRide,10.8,1.61,VeriFone Inc.
Loc_143,4,18,Loc_138,59,2,2019,GroupRide,54.45,10.12,VeriFone Inc.
Loc_141,19,8,Loc_75,29,6,2019,GroupRide,11.8,1.6,"Creative Mobile Technologies, LLC"
Loc_233,15,17,Loc_164,37,5,2019,GroupRide,12.25,0.68,VeriFone Inc.
Loc_167,22,19,Loc_42,23,2,2019,GroupRide,15.3,2.8,"Creative Mobile Technologies, LLC"
Loc_79,31,15,Loc_231,32,3,2019,GroupRide,16.56,1.21,VeriFone Inc.
